uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count,news_or_opinion_category,is_political,is_self_contained,is_structurally_complete,toxicity_prob,toxicity_tier,political_stance
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmz2f45ap222,https://bsky.app/profile/ackbar7.bsky.social/post/3mmz2f45ap222,ackbar7.bsky.social,Gay marriage and abortion both happened through the courts by unelected judges. The Democratic party has always been to cowardly to lead the way with actual legislation.,2026-05-29 12:22:16.932000-05:00,1,0,1,0,opinion,True,True,True,0.40891263,medium,right
at://did:plc:yxvquynjzxk4eexepivljnts/app.bsky.feed.post/3mmz2bfq4uf2m,https://bsky.app/profile/secularprolife.bsky.social/post/3mmz2bfq4uf2m,secularprolife.bsky.social,"Abortion ideologues argue women's liberation must cost the blood of our children. It's pathetic. We won't do it, and we won't sit quietly while others do it either.",2026-05-29 12:20:12.176799-05:00,0,0,0,0,opinion,True,True,True,0.46982017,medium,right
at://did:plc:fec3u6wzrcgti2k4mrp2hfux/app.bsky.feed.post/3mmz26z3w222w,https://bsky.app/profile/deepkillaryblues.bsky.social/post/3mmz26z3w222w,deepkillaryblues.bsky.social,"Yeah? Who should they associate them with?

Gay marriage and abortion and so forth just happened, I guess. No party involved at all. Obviously both parties are exactly the same, or something. Gee, who knew?",2026-05-29 12:18:52.416000-05:00,0,0,1,0,opinion,True,True,True,0.2922276,medium,unclear
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmz225w3s222,https://bsky.app/profile/ackbar7.bsky.social/post/3mmz225w3s222,ackbar7.bsky.social,"With control of the House, Senate and presidency Democrats response to the loss of abortion rights was to do nothing and Harris' plan if she got elected would have taken at least 20 years to restore abortion rights. They are at best indifferent on abortion eights",2026-05-29 12:16:09.697000-05:00,1,0,1,0,opinion,True,True,True,0.06896287,low,right
at://did:plc:dutvbtidkzyzyurmpiq4zbpx/app.bsky.feed.post/3mmyzynoq3s2o,https://bsky.app/profile/cyclefunmontreal.bsky.social/post/3mmyzynoq3s2o,cyclefunmontreal.bsky.social,"The big lie: ""Canada should leverage its oil production capabilities to finance the country’s transition to clean energy.""
To pollute less, we must pollute more, and do it right away, right now.
Explain to me how that works exactly?",2026-05-29 12:15:19.123000-05:00,3,0,1,0,opinion,True,True,True,0.09785384,low,unclear
at://did:plc:2wyta7nppx2mfk7gacwxsqr6/app.bsky.feed.post/3mmz5uotq4c2t,https://bsky.app/profile/akawag213191015.bsky.social/post/3mmz5uotq4c2t,akawag213191015.bsky.social,"#TheMarchToSeelfRowWillBeOverturned tweet
1,486. Roe v. Wade saved women RIP WHPA.
(6-24-22) Roe v Wade RIP WRAA22MTE AG Ken Paxton is an enemy to women's liberty. midwife in Texas has been charged",2026-05-29 13:24:41.085000-05:00,0,0,0,0,opinion,True,True,True,0.11057663,medium,left
at://did:plc:ew3npkvqvbrqbkxbeklaad2b/app.bsky.feed.post/3mmz5jvkgay22,https://bsky.app/profile/weareufd.bsky.social/post/3mmz5jvkgay22,weareufd.bsky.social,"“They are crushing our rights and calling it freedom.”

Melanie Newman of Planned Parenthood called out what the Supreme Court is really doing: taking power from the people and handing it to those already rigging the rules.",2026-05-29 13:18:38.564000-05:00,5,3,0,0,opinion,True,True,True,0.05898502,low,left
at://did:plc:6e2uqumh7x42shb6zhca45ry/app.bsky.feed.post/3mmz4qxzwpk2v,https://bsky.app/profile/mrfox.bsky.social/post/3mmz4qxzwpk2v,mrfox.bsky.social,The small gains made in the first Obama administration were pretty much erased after the 2016 election. The Romney/ACA plan was good on paper but allowing states to opt out of funding pretty much killed it. Roe v Wade is gone because of Obama. What are you talking about,2026-05-29 13:04:42.767000-05:00,1,0,0,0,opinion,True,True,True,0.07371122,low,unclear
at://did:plc:ivd76aneuqrstpbkzoyokkzi/app.bsky.feed.post/3mmz4axdpos2e,https://bsky.app/profile/manzanarez55robin.bsky.social/post/3mmz4axdpos2e,manzanarez55robin.bsky.social,"So called""Pro lifers""could work to stop wars-which cause massive death.
Instead they'll force a child rape victim to carry to term-endangering a child's life.
They call it ""saving babies"" when they vote to make everything in human life a misery,specializing in taking reproductive control away from♀️",2026-05-29 12:55:45.167000-05:00,0,0,0,0,opinion,True,True,True,0.36095104,medium,left
at://did:plc:nreoc6lbmfdgciqb6htdhawl/app.bsky.feed.post/3mmz3e4y3os2v,https://bsky.app/profile/unhandyandy.bsky.social/post/3mmz3e4y3os2v,unhandyandy.bsky.social,"Everyone in public life is constantly required to declare themselves on issues of the day.

Muslims must constantly prove they're good rather bad ones.

Intersectionality is complicated.  Evidently Roma Pride identifies as both pro-LGBT and Leftist.",2026-05-29 12:39:38-05:00,0,0,1,1,opinion,True,True,True,0.27975297,medium,unclear
at://did:plc:5qbf7iuc4ue2tiyhufwyvbp2/app.bsky.feed.post/3mmz2vwv5hc2k,https://bsky.app/profile/tonysflower.bsky.social/post/3mmz2vwv5hc2k,tonysflower.bsky.social,I can’t comprehend how people claim to be pro-life while actively trying to pass laws that can result in the death of women,2026-05-29 12:31:41.850000-05:00,0,0,0,0,opinion,True,True,True,0.19870108,medium,left
at://did:plc:uopituhzgetwgfpnkpe7fiku/app.bsky.feed.post/3mmz2cgkquc2w,https://bsky.app/profile/shelbyleigh.bsky.social/post/3mmz2cgkquc2w,shelbyleigh.bsky.social,I used to write on the pro life posters that hung in my Catholic high school the correct facts since they loved to misinform 💀 can’t gaslight me I know the stages of a fetus,2026-05-29 12:20:47.198000-05:00,0,0,0,0,opinion,True,True,True,0.3048984,medium,right
at://did:plc:hdsuno4mbeea7c6vyipevt2r/app.bsky.feed.post/3mmz23umnek2g,https://bsky.app/profile/soulection.bsky.social/post/3mmz23umnek2g,soulection.bsky.social,"The same pro-life christian extremists that shout about the fetuses that deserve a chance to live are the same ones who vote against the benefits that would actually help keep those babies alive after birth.

The very same ones.

Fuck y'all, suck a dick.",2026-05-29 12:17:07.058000-05:00,0,0,0,0,opinion,True,True,True,0.91625386,high,left
at://did:plc:gsk4ru2wtc6hxcrqv4mr26fj/app.bsky.feed.post/3mmyzkkeaw22w,https://bsky.app/profile/bengaltig3r.bsky.social/post/3mmyzkkeaw22w,bengaltig3r.bsky.social,"Remember y’all…Republicans force women, even arrest them, for any abortion related medical interventions because they are the “PRO-LIFE” party.  They are currently pushing a “Fetal Personhood”, which are Rights of the unborn fetus AND possibly embryos too!!!

Free books for kids? Nah…fuck kids 🖕🏻",2026-05-29 12:07:25.872000-05:00,0,0,0,0,opinion,True,True,True,0.7510937,high,left
at://did:plc:isvv7wuteqfpss7zei7zy7a6/app.bsky.feed.post/3mmyybfwv722s,https://bsky.app/profile/thinkgooder.bsky.social/post/3mmyybfwv722s,thinkgooder.bsky.social,"As a true American, I sincerely support your RIGHT to vote as you wish. 

Willful ignorance? 
That is a choice. 

 BeIng utterly useless? 
That is a choice. 

I am pro choice. Good luck.",2026-05-29 11:44:25.509000-05:00,1,0,0,0,opinion,True,True,True,0.37751234,medium,unclear
at://did:plc:wjkj5bmui5kuzsfrxgtq43g5/app.bsky.feed.post/3mmyy3olgfs2g,https://bsky.app/profile/olddirtymac.bsky.social/post/3mmyy3olgfs2g,olddirtymac.bsky.social,"How is it that 73 million voters were stupid enough to think that the party that raped and murdered, children bombed schools, full of children, beat up, tortured and imprisoned immigrants for no reason somehow the pro-life party.
Not one single Republican deserves any help or respect.",2026-05-29 11:41:13.243000-05:00,0,0,0,0,opinion,True,True,True,0.6989911,medium,left
at://did:plc:isvv7wuteqfpss7zei7zy7a6/app.bsky.feed.post/3mmyy2lzkpk2s,https://bsky.app/profile/thinkgooder.bsky.social/post/3mmyy2lzkpk2s,thinkgooder.bsky.social,"As a true American, I fully support your RIGHT to be useless and uninformed.

Willful nignorance 
is a choice. 

 BeIng utterly useless 
is a choice. 

I am pro choice.",2026-05-29 11:40:37.007000-05:00,0,0,2,0,opinion,True,True,True,0.50503236,medium,unclear
at://did:plc:xgkx5ptpt2crlmtlzr4mjivh/app.bsky.feed.post/3mmyxhzlnk22a,https://bsky.app/profile/sharpeslass.bsky.social/post/3mmyxhzlnk22a,sharpeslass.bsky.social,Add the reinstatement and enforcement of laws restricting corporate monopolies; create universal healthcare; tax the rich; free the ice detainees; strengthen the EPA; back The Ukraine; bring back reproductive rights; create Supreme Court term limits; and RELEASE THE EPSTEIN FILES and prosecute.,2026-05-29 11:30:13.697000-05:00,3,1,1,0,opinion,True,True,True,0.050326355,low,left
at://did:plc:qs37yyyoiic4ufqzywslcrh4/app.bsky.feed.post/3mmyx3jhf7k2q,https://bsky.app/profile/atlcanuck.bsky.social/post/3mmyx3jhf7k2q,atlcanuck.bsky.social,"Considering this, the political alignment of so much of the ""pro life"" crowd might be amusing, if it weren't so tragic. The willful ignorance of it elects people who deny reality in so many ways, but this particular way is increasingly clear to everyone.

Many have died. Many more will die.",2026-05-29 11:23:14.126000-05:00,0,0,0,0,opinion,True,True,True,0.2922276,medium,left
at://did:plc:5yqijy7xxlw6ekucc35njyke/app.bsky.feed.post/3mmywctru7k2j,https://bsky.app/profile/mindyourownuterus.bsky.social/post/3mmywctru7k2j,mindyourownuterus.bsky.social,"Yeah, I’ve been driving around Oklahoma since the election with various versions of Anti-Trump etc on my car. Before that it was Pro-Choice stuff. It’ll happen sooner or later but I can’t let that fear stop me from speaking up. Fuck these MAGA assholes. They don’t scare me.",2026-05-29 11:09:26.094000-05:00,0,0,0,0,opinion,True,True,True,0.78855824,high,left
at://did:plc:e4hhpvt2ozbklfcqcc7pce6o/app.bsky.feed.post/3mmyvm66erk2r,https://bsky.app/profile/emily1collins.bsky.social/post/3mmyvm66erk2r,emily1collins.bsky.social,"Patriarchy is the most successful reproductive rights movement the world has ever known. It found a way to correct the biggest, most intractable injustice of all: female reproductive biology being allocated to those lesser beings, the females.",2026-05-29 10:56:45.239000-05:00,1,0,1,0,opinion,True,True,True,0.28087774,medium,unclear
at://did:plc:3c32rkdtncyshht5xnrt23zj/app.bsky.feed.post/3mmyv3lfyrk27,https://bsky.app/profile/janet-40.bsky.social/post/3mmyv3lfyrk27,janet-40.bsky.social,"Baby raping SHOULD have been enough to end TrumpStein! That’s how SICK today’s MAGA REPUBLIKKKANS are! NO MORALS, NO VALUES, absolutely NOT Pro-Life!",2026-05-29 10:47:28.695000-05:00,0,0,1,0,opinion,True,True,True,0.60152835,medium,left
at://did:plc:paejvikjv5occibgxbge2kii/app.bsky.feed.post/3mmytwpywvs2d,https://bsky.app/profile/alegriaboulangere.bsky.social/post/3mmytwpywvs2d,alegriaboulangere.bsky.social,"WHILE AT THE SAME TIME TRUMP IS DECLARING WE HAVE MORE IMPORTANT THINGS TO SPEND OUR MONEY ON. WE CAN'T AFFORD CHILD CARE SO PARENTS WHO HAVE TO WORK, CAN ACTUALLY GO TO WORK AND WE DEFINITELY CAN'T AFFORD SCHOOL LUNCHES OR SNAP BENIFITS FOR STARVING CHILDREN. DID I MENTION THEY WERE PRO LIFE?",2026-05-29 10:26:51.985000-05:00,0,0,0,0,opinion,True,True,True,0.08637348,low,left
at://did:plc:paejvikjv5occibgxbge2kii/app.bsky.feed.post/3mmytwpyn5c2d,https://bsky.app/profile/alegriaboulangere.bsky.social/post/3mmytwpyn5c2d,alegriaboulangere.bsky.social,"TRUMP AND THE GOP, THE PARTY OF FAMILY VALUES AND PRO LIFE ARE NOW TELLING US IT IS OK FOR TRUMP TO STEAL $1.776 BILLION  FROM OUR TREASURY (TAX DOLLARS) TO PAY CRIMINALS WHO WERE FOUND GUILTY AND THEN PARDONED BY TRUMP BECAUSE THEY DID HIS SEDITIONIST BUSINESS OF TRYING TO OVERTHROW OUR GOERNMENT.",2026-05-29 10:26:51.984000-05:00,0,0,1,0,opinion,True,True,True,0.2648175,medium,left
at://did:plc:a522viaokkdmy4bq3uxhiyry/app.bsky.feed.post/3mmyrlfwfz22m,https://bsky.app/profile/thenativeangel.bsky.social/post/3mmyrlfwfz22m,thenativeangel.bsky.social,"The entire ""pro-life"" philosophy reveals itself in the ease with which they consign a ""baby"" to someone who never intended to make one. Babies need very specific, skilled care from responsible people. They are not a surprise to be left in someone's mailbox during the night.",2026-05-29 09:44:44.845000-05:00,0,0,1,0,opinion,True,True,True,0.032863233,low,left
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyquxkiq32x,https://bsky.app/profile/thepowerbroker.bsky.social/post/3mmyquxkiq32x,thepowerbroker.bsky.social,The argument here is about what Democrats do and support. Reproductive rights were literally the law of the land and then voters gave Republicans a SC majority to strip it. In response Democrats protected reproductive rights literally everywhere they had power and ran a huge campaign on it.,2026-05-29 09:32:11.577000-05:00,0,0,1,0,opinion,True,True,True,0.03734144,low,left
at://did:plc:kxyfllssuk6fvy35d5c6m6uk/app.bsky.feed.post/3mmyqos4yl22g,https://bsky.app/profile/artisanrox.bsky.social/post/3mmyqos4yl22g,artisanrox.bsky.social,"Catholic churches are inherently political, too, but use the angle of BABIES and PRO LIFE and FAMILY and are basically misogyny machines.

which is why we should

TAX!

THOSE!

CHURCHES!   *wiggles pom-poms*",2026-05-29 09:28:44.565000-05:00,0,0,0,0,opinion,True,True,True,0.40614098,medium,left
at://did:plc:fvrapn7w2ftb5677mg2sls4o/app.bsky.feed.post/3mmyqbti6z223,https://bsky.app/profile/xeno-t.bsky.social/post/3mmyqbti6z223,xeno-t.bsky.social,"You want me to support the Democrats who voted with MAGA to block the impeachment of the orange fascist 

You are pro-fascist 

Rethink your life man",2026-05-29 09:21:29.773000-05:00,0,0,0,1,opinion,True,True,True,0.4850187,medium,unclear
at://did:plc:zjklcfgk2spfrkeubi22rzan/app.bsky.feed.post/3mmypx6o7sc22,https://bsky.app/profile/sturgeonmouth.bsky.social/post/3mmypx6o7sc22,sturgeonmouth.bsky.social,"Always worth posting in every Mark Cuban thread:

""But I like Chris Christie and Nikki Haley. And honestly, if either one of them was pro choice, I’d probably actively support them."" - Mark Cuban",2026-05-29 09:15:32.404000-05:00,6,0,2,0,opinion,True,True,True,0.017466826,low,unclear
at://did:plc:hbwijwmg4sr4zma6pr6soxov/app.bsky.feed.post/3mmypuld63s22,https://bsky.app/profile/daverubric.bsky.social/post/3mmypuld63s22,daverubric.bsky.social,"I've been chewing on how trans athletes for whom their sport is a way of life, who likely benefit from all the things being in an organized sport offers that are not about competition, and who will probably never go ""pro,"" are expected to just quit if they transition",2026-05-29 09:14:05.010000-05:00,6,0,0,0,opinion,True,True,True,0.20705862,medium,unclear
at://did:plc:5otyxwigslrvse4mqe5ag2ol/app.bsky.feed.post/3mmypntotkc2b,https://bsky.app/profile/doctorrubato.com/post/3mmypntotkc2b,doctorrubato.com,"Us boomers gave Americans civil rights, voting rights, feminism, equal credit for women, Title IX in education, birth control, Roe v Wade, EPA, Clean Air, Clean Water, disability rights, LGBTQ movement, anti-war protests, workplace safety. Oh, plus the best music ever! You're welcome!",2026-05-29 09:10:18.901000-05:00,5,1,2,0,opinion,True,True,True,0.038048524,low,left
at://did:plc:hl665htx3p4kbx6x24b5bgj2/app.bsky.feed.post/3mmypntll2k24,https://bsky.app/profile/bethpdx.bsky.social/post/3mmypntll2k24,bethpdx.bsky.social,"By ""defunding"" the care patients get at Planned Parenthood health centers, lawmakers are denying patients preventive services like birth control, cancer screenings, STI testing and treatment, and more. And when health centers close, entire communities suffer.-from Planned Parenthood",2026-05-29 09:10:18.795000-05:00,1,0,0,0,opinion,True,True,True,0.024731753,low,left
at://did:plc:xjhfhjerurn4wuxxvfc7rpc5/app.bsky.feed.post/3mmypgay4fc22,https://bsky.app/profile/darkprimus.bsky.social/post/3mmypgay4fc22,darkprimus.bsky.social,Why you think Harris running on *restoring* reproductive rights that were just stripped by Dobbs is some kind of massive dunk on someone who is being critical of Dems inability to protect those reproductive rights in the first place?,2026-05-29 09:06:04.402000-05:00,0,0,1,0,opinion,True,True,True,0.12520397,medium,left
at://did:plc:ns6mew63gkgvftflpcl2xx5x/app.bsky.feed.post/3mmyp6dfqsl2k,https://bsky.app/profile/e-stherforcongress.bsky.social/post/3mmyp6dfqsl2k,e-stherforcongress.bsky.social,"Every woman in every state should have safe access to abortion, contraception, and IVF. 

Day 11 of my Policy Priorities Countdown to Election Day: Reproductive Rights & Gender Equality",2026-05-29 09:01:38.370000-05:00,0,0,3,0,opinion,True,True,True,0.03875561,low,left
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyp4mxszl2x,https://bsky.app/profile/thepowerbroker.bsky.social/post/3mmyp4mxszl2x,thepowerbroker.bsky.social,"Sorry, could you hold off flitting between moronic buzzphrases for a moment and stick to the point?

Did Kamala Harris make reproductive rights a massive part of her 2024 campaign? Yes or no?",2026-05-29 09:00:41.428000-05:00,0,0,1,0,opinion,True,True,True,0.43965456,medium,unclear
at://did:plc:kpcgjjfuvvj7jdn6dpsy73eq/app.bsky.feed.post/3mmyp3ffre22c,https://bsky.app/profile/mrfl14.bsky.social/post/3mmyp3ffre22c,mrfl14.bsky.social,Killing the mother to prevent her from having an abortion?  Wouldn’t that be double homicide by pro-life standards?,2026-05-29 08:59:59.945000-05:00,0,0,0,0,opinion,True,True,True,0.37751234,medium,unclear
at://did:plc:6cuhyh72wwthjmwrcnob5b62/app.bsky.feed.post/3mmyokpac5c2h,https://bsky.app/profile/okty.bsky.social/post/3mmyokpac5c2h,okty.bsky.social,"For one million dollars I will perform Something Corporate's ""Konstantine"" on stage at Freedom 250 Facism Extravaganza ending my one song set by lighting my piano on fire and donating my entire fee to Planned Parenthood",2026-05-29 08:50:39.824000-05:00,4,0,0,0,opinion,True,True,True,0.19893374,medium,left
at://did:plc:mwkuptzfe3lok6ffriscmmhy/app.bsky.feed.post/3mmyoavj66s2u,https://bsky.app/profile/quilterace.bsky.social/post/3mmyoavj66s2u,quilterace.bsky.social,"It’s truly amazing to watch. And as soon as a Dem is president they will revert back to their “ family values, pro life, fiscal conservative “ BIT. And Fox will spin the the outrage for them.",2026-05-29 08:45:10.863000-05:00,2,0,0,0,opinion,True,True,True,0.07845957,low,unclear
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmymvnbl7c2x,https://bsky.app/profile/thepowerbroker.bsky.social/post/3mmymvnbl7c2x,thepowerbroker.bsky.social,And what other things are you talking about here? I guess increasing healthcare coverage isn't good? Raising the minimum wage isn't good? Consumer protections and workers rights aren't good? Reproductive rights aren't good? Education spending isn't good?,2026-05-29 08:20:57.414000-05:00,0,0,1,1,opinion,True,True,True,0.03781283,low,unclear
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmyzsfkz5k22,https://bsky.app/profile/ackbar7.bsky.social/post/3mmyzsfkz5k22,ackbar7.bsky.social,Abortion rights were lost with Democrats in control of the president and Congress. Obama codified the Bush tax cuts and Biden didn't even mention repealing the Trump ones. Democrats have been terrible on immigration since Clinton. Dems are now attempting to throw team people under the bus.,2026-05-29 12:11:49.286000-05:00,1,0,4,0,opinion,True,True,True,0.147767,medium,right
at://did:plc:25towud5ixs5i6x6rnn7qmw3/app.bsky.feed.post/3mmyw6bmhhc2m,https://bsky.app/profile/globalabortionnews.bsky.social/post/3mmyw6bmhhc2m,globalabortionnews.bsky.social,"“Malawi’s restrictive abortion laws are forcing girls and young women into unsafe abortions,” said Misheck Gondwe of the Malawi Sexual Reproductive Health and Rights Alliance. To address the crisis, the alliance is calling for legal reforms, access to contraception and expanded sexuality education.",2026-05-29 11:06:52.825000-05:00,24,5,1,1,opinion,True,True,True,0.041915078,low,left
at://did:plc:e4hhpvt2ozbklfcqcc7pce6o/app.bsky.feed.post/3mmyw4mulqc2r,https://bsky.app/profile/emily1collins.bsky.social/post/3mmyw4mulqc2r,emily1collins.bsky.social,Give up your sexual boundaries and I'll give you your abortion rights. Give up the word “woman” and I'll stop imposing sex-role stereotypes on you.,2026-05-29 11:05:57.518000-05:00,4,2,1,0,opinion,True,True,True,0.45090583,medium,unclear
at://did:plc:qgimsdoqyxdklecbembcwvc5/app.bsky.feed.post/3mmyvmp3uvk2w,https://bsky.app/profile/margaretforsyth.bsky.social/post/3mmyvmp3uvk2w,margaretforsyth.bsky.social,"I'm not so sure--federal protection for LGBTQ & abortion rights--but, yes, one of his strengths IS identifying how our policies diminish everybody's material well-being. He's such a clear progressive though, & people are trying to call him a Republican plant, so please be careful how you say this.",2026-05-29 10:57:02.983000-05:00,0,0,1,0,opinion,True,True,True,0.085582085,low,left
at://did:plc:66xhjlkx4fhuyvotrieiztbm/app.bsky.feed.post/3mmyt4fy6ic2t,https://bsky.app/profile/thebunnyamendt.bsky.social/post/3mmyt4fy6ic2t,thebunnyamendt.bsky.social,"Republicans choose a Leader that hates the party that supports Democracy, Reparations for the genocide of Native Americans and for the slavery of Africans, Medicare for All, an Economic Bill of Rights, Asylum Rights, the LGBTQIA Community and abortion rights for women.",2026-05-29 10:12:09.069000-05:00,2,0,0,0,opinion,True,True,True,0.28674445,medium,left
at://did:plc:sfsowlsdggzs2wz5vvhelylf/app.bsky.feed.post/3mmyoot6dmc2z,https://bsky.app/profile/alybensmi.bsky.social/post/3mmyoot6dmc2z,alybensmi.bsky.social,Came here to say this lol. Where’s our expanded medicaid? Our abortion access? A bunch of sociopaths in Jeff City said “nah I don’t think so”,2026-05-29 08:52:58.173000-05:00,7,0,0,0,opinion,True,True,True,0.4269174,medium,left
at://did:plc:ytvcng5tektt3zrqlxtjhtep/app.bsky.feed.post/3mmy2cj6mss2q,https://bsky.app/profile/toruokada69.bsky.social/post/3mmy2cj6mss2q,toruokada69.bsky.social,"Shouldn't the question rather be ""And how exactly does this #NFL knowledge help a senator decide whether a 500-page bill about #AI data centers, #abortion rights, or billionaire taxation should pass or not?"" instead of swallowing the bait?",2026-05-29 02:48:10.198000-05:00,0,0,0,0,opinion,True,True,True,0.057005897,low,unclear
at://did:plc:onosb7hressea4vw5yyiajsk/app.bsky.feed.post/3mmy2aml7c22f,https://bsky.app/profile/officiallilsilver.bsky.social/post/3mmy2aml7c22f,officiallilsilver.bsky.social,"As a member of Congress with a 100% voting record on choice, I will always fight for access to abortion and reproductive health care nationwide.

Fighting the Opioid Crisis in Northwest Washington

This month, I co-introduced the End Fentanyl Trafficking with Local Task Forces Act.",2026-05-29 02:47:06.657000-05:00,0,0,0,0,opinion,True,True,True,0.022139108,low,left
at://did:plc:7m4mxuours4cjhrm5exausy5/app.bsky.feed.post/3mmxvq2s7ic2e,https://bsky.app/profile/klodovik.bsky.social/post/3mmxvq2s7ic2e,klodovik.bsky.social,I was horrified by the sneaky abortion ban - it is not illegal but state owned hospitals are not performing it!,2026-05-29 01:26:16.167000-05:00,6,1,1,0,opinion,True,True,True,0.17025198,medium,left
at://did:plc:mb74medxp5ft5aha4noes2h4/app.bsky.feed.post/3mmxo7sua7s2r,https://bsky.app/profile/hazelcakes.bsky.social/post/3mmxo7sua7s2r,hazelcakes.bsky.social,"i think repubs would launch some super goofy racist truther committee, and dems would sacrifice trans rights and abortion rights, and you all would say “the mid-terms are the most important election in our lives, guys!”

and then dems would lose again and you’d be back with these scold posts",2026-05-28 23:11:54.777000-05:00,9,0,1,0,opinion,True,True,True,0.39021665,medium,unclear
at://did:plc:afj3o7yatzf64x5gekjalbad/app.bsky.feed.post/3mmxken3yts2k,https://bsky.app/profile/srslymagenta.bsky.social/post/3mmxken3yts2k,srslymagenta.bsky.social,"The logical conclusion to this is, ""and because I'm not their doctor, nor their geneticist, and because it's not my damn business, let's just leave all trans individuals alone to their own business."" 

It's just so simple-- Democrats should understand from protecting abortion rights. But, no.",2026-05-28 22:03:01.555000-05:00,2,0,0,0,opinion,True,True,True,0.49139655,medium,left
at://did:plc:st535ku3pt3iqhksgcwtvfvq/app.bsky.feed.post/3mmx7tu2lic2g,https://bsky.app/profile/kerravon.bsky.social/post/3mmx7tu2lic2g,kerravon.bsky.social,"Just like I'm certain Hillary Clinton would have appointed a SCOTUS majority that preserved abortion rights and the VRA, if butthurt leftists had simply swallowed their fucking pride.",2026-05-28 18:54:41.006000-05:00,0,0,0,0,opinion,True,True,True,0.6989911,medium,left
at://did:plc:de2b26mcnrp3uc7zxg7enx7o/app.bsky.feed.post/3mmx5x4xmwc2g,https://bsky.app/profile/malted1.bsky.social/post/3mmx5x4xmwc2g,malted1.bsky.social,"Maybe American women are tired of being second class citizens.  Mexico, with such a large Catholic population, ensures abortion rights and has a female president.  The US has rejected 2 highly qualified women in favor of a rapist and legislates women’s bodies.",2026-05-28 18:20:43.526000-05:00,32,5,1,0,opinion,True,True,True,0.38601747,medium,left
at://did:plc:tzj3f7pdfqbhmnwqcfaldmcv/app.bsky.feed.post/3mmx4fp6mrs2d,https://bsky.app/profile/thedarkestbard.bsky.social/post/3mmx4fp6mrs2d,thedarkestbard.bsky.social,"Genuine question: how does ""anti abortion"" fit in the INCEL ideology? Last I checked, and I speak with authority because I used to be one, Incel Ideology has nothing to do with fetal personhood or abortion rights - right? So why are you calling them Incels?",2026-05-28 17:53:04.906000-05:00,0,0,0,0,opinion,True,True,True,0.16245349,medium,unclear
at://did:plc:mwuefy4n3swcxw5dzeeeufg4/app.bsky.feed.post/3mmx34krktc2f,https://bsky.app/profile/crankygrandma55.bsky.social/post/3mmx34krktc2f,crankygrandma55.bsky.social,Message to young voters. Why did we olds fight for women's rights. Trans rights. Gay rights. No nukes. Bodily Autonomy. Abortion rights. Freedom of speech. No wars. BECAUSE WE HAVE LIVED EXPERIENCE OF WHAT IT WAS LIKE WITHOUT THESE THINGS.,2026-05-28 17:30:04.554000-05:00,5,0,1,0,opinion,True,True,True,0.15656179,medium,left
at://did:plc:icdtlkkcasrca7fax7vvq5po/app.bsky.feed.post/3mmwv3b2ttk2e,https://bsky.app/profile/qupid.bsky.social/post/3mmwv3b2ttk2e,qupid.bsky.social,"I hate when terfs bring up reproductive health and discrimination against women as reasons we ""need to acknowledge the difference between cis and trans women"" trans women have never got in the way of my reproductive rights. Literally never. You're literally playing dumb",2026-05-28 15:41:58.366000-05:00,0,0,1,0,opinion,True,True,True,0.6289369,medium,left
at://did:plc:qgv3qtybvsl3jfmgi453vgbc/app.bsky.feed.post/3mmwuze7ifs2w,https://bsky.app/profile/peoplesworld1924.bsky.social/post/3mmwuze7ifs2w,peoplesworld1924.bsky.social,"Disregarding womens’ health, Arkansas abortion ban pushes mothers to death’s door. Emily Waldorf faced a life-threatening miscarriage. But fearing Arkansas’ anti-abortion law, hospital lawyers refused to authorize care.
#health #politics",2026-05-28 15:40:54.555000-05:00,6,0,0,0,opinion,True,True,True,0.08716487,low,left
at://did:plc:g53qeu4ccuticcil7hoqd4il/app.bsky.feed.post/3mmwuf3he6s24,https://bsky.app/profile/mt4congress.bsky.social/post/3mmwuf3he6s24,mt4congress.bsky.social,I am proud to stand shoulder to shoulder with Planned Parenthood Action Fund in the fight to protect reproductive health and I am honored to earn their endorsement!,2026-05-28 15:29:34.286000-05:00,0,0,0,0,opinion,True,True,True,0.012000589,low,left
at://did:plc:df6hugxknby3dd6ste553aex/app.bsky.feed.post/3mmwsjcimoy2u,https://bsky.app/profile/davidgarcias15.bsky.social/post/3mmwsjcimoy2u,davidgarcias15.bsky.social,"Empowering Choices: The Impact of Reproductive Health Scans on Family Planning

The journey of family planning is deeply personal, influenced by cultural beliefs, health concerns, and personal aspirations. The advent of reproductive health scans has revolutionized how individuals and couples…",2026-05-28 14:56:06-05:00,0,0,0,0,opinion,True,True,True,0.015581916,low,neutral
